bathroomcnt,bedroomcnt,calculatedfinishedsquarefeet,propertylandusetypeid,yearbuilt,structuretaxvaluedollarcnt,assessmentyear,logerror,rf_logerror,stacking_logerror,DNN_logerror,id2
2,2,1370,261,1925,124000,2015,-0.351857962,-0.393321052,-0.34738177,-0.053458881,06037226002
2,2,1370,261,1925,124000,2016,-0.351857962,-0.38330121,-0.369417,-0.039101977,06037226002
1,1,840,266,2005,0,2015,0.205570883,-0.012953823,-0.02784568,-0.033463605,06037650701
1,1,840,266,2005,0,2016,0.205570883,-0.010299581,-0.046472073,-0.033697683,06037650701
4,5,3391,261,2006,196800,2015,-0.274018193,-0.051647875,-0.002588213,0.01052279,06037910705
4,5,3391,261,2006,224100,2016,-0.274018193,-0.071816311,-0.03841096,0.022941042,06037910705
1,1,650,266,1977,86135,2015,-0.034562019,-0.113695009,-0.10097343,-0.035195481,060373004
1,1,650,266,1977,87448,2016,-0.034562019,-0.133071936,-0.13940728,-0.031796146,060373004
2,2,1350,266,2006,159000,2015,-0.368161147,-0.166992118,-0.1923843,-0.035085607,06037481002
2,2,1350,266,2006,159000,2016,-0.368161147,-0.167846932,-0.20665342,-0.034905955,06037481002
2,2,1197,266,2004,182584,2015,0.045926935,-0.047694699,-0.03886032,-0.030331537,06037217002
2,2,1197,266,2004,185368,2016,0.045926935,-0.044635042,-0.029222429,-0.032721337,06037217002
2,3,1040,266,1987,104751,2015,1.02165439,0.216943857,0.19317216,-0.04971242,06037462001
2,3,1040,266,1987,106348,2016,1.02165439,0.212246383,0.3454272,-0.032618217,06037462001
1,1,650,266,1977,86135,2015,-0.311433982,-0.113695009,-0.10097343,-0.035195481,060373004
1,1,650,266,1977,87448,2016,-0.311433982,-0.133071936,-0.13940728,-0.031796146,060373004
1,1,930,266,2007,450828,2015,-0.0296086,0.140573616,0.21734673,-0.026924277,060372079
1,1,930,266,2007,457703,2016,-0.0296086,0.12699234,0.19840682,-0.030579593,060372079
4,4,2750,266,2007,439800,2015,-0.375619428,-0.029084352,-0.055681586,0.023505773,06037620701
4,4,2750,266,2007,446506,2016,-0.375619428,-0.029174965,-0.05558026,0.001820277,06037620701
3,3,1560,266,2007,164040,2015,-0.272934407,-0.15732735,-0.20921844,-0.024218353,06037127103
3,3,1560,266,2007,166541,2016,-0.272934407,-0.166009209,-0.22959262,-0.041282918,06037127103
1,1,890,266,1990,188415,2015,-0.463511062,-0.067716856,-0.11083335,-0.031024382,060371923
1,1,890,266,1990,191288,2016,-0.463511062,-0.070712597,-0.082826376,-0.0306614,060371923
4,3,1860,266,2010,319801,2015,0.227072712,-0.002288636,-0.012372613,-0.011946436,06037602302
4,3,1860,266,2010,280000,2016,0.227072712,0.008912249,0.007482499,0.028182331,06037602302
2,2,980,266,2008,285000,2015,-0.030017948,-0.001821612,-0.007800281,-0.028523199,06037213202
2,2,980,266,2008,372034,2016,-0.030017948,0.021448837,-0.029362023,-0.03306317,06037213202
1,1,720,266,1973,220000,2015,-0.254942689,-0.119244024,-0.13636452,-0.032623127,06037214901
1,1,720,266,1973,260000,2016,-0.254942689,-0.116175795,-0.16706413,-0.031554133,06037214901
4,4,2542,261,2010,391328,2015,-0.2305957,-0.034245389,0.04530117,0.004508149,06037433601
4,4,2542,261,2010,397295,2016,-0.2305957,-0.03144583,0.009443015,0.021610256,06037433601
3,3,1964,266,2004,273502,2015,-0.083921843,0.072013426,0.09578946,-0.020158414,06037430801
3,3,1964,266,2004,277672,2016,-0.083921843,0.071893293,0.09380567,-0.005893286,06037430801
2,2,900,266,2006,151265,2015,0.169615209,0.013546119,0.011075109,-0.030370291,06037212202
2,2,900,266,2006,164368,2016,0.169615209,0.001874834,0.031054258,-0.032602709,06037212202
3,3,1387,266,2007,10237,2015,-0.047713014,-0.046678493,-0.050697446,-0.033372641,06037543802
3,3,1387,266,2007,10393,2016,-0.047713014,-0.050659941,-0.073682904,-0.020208335,06037543802
3,3,1870,266,2007,329216,2015,-0.242637208,-0.065983746,-0.100023866,-0.016453933,060374637
3,3,1870,266,2007,334236,2016,-0.242637208,-0.072040525,-0.10455501,-0.020196473,060374637
2,2,1340,266,2008,213139,2015,-0.162965443,-0.076139194,-0.12860543,-0.034994293,06037463602
2,2,1340,266,2008,272200,2016,-0.162965443,-0.062621209,-0.123639345,-0.033897012,06037463602
3,3,1820,266,2008,373761,2015,0.05910303,-0.033757696,-0.05374223,-0.007367972,06037702801
3,3,1820,266,2008,379460,2016,0.05910303,-0.036465759,-0.01609844,-0.030474285,06037702801
3,3,1829,266,2007,335268,2015,-0.144873371,-0.068891578,-0.028348565,-0.010236103,06037267502
3,3,1829,266,2007,340380,2016,-0.144873371,-0.064771076,-0.050258934,-0.034615614,06037267502
3,3,2180,261,2014,215900,2015,-0.173851466,-0.121814365,-0.12871009,-0.034189962,06037900605
3,3,2180,261,2014,219192,2016,-0.173851466,-0.11620668,-0.12877607,-0.033289228,06037900605
2,3,1440,266,2009,276952,2015,0.424812199,0.158817154,0.2259061,-0.016069509,06037213401
2,3,1440,266,2009,281175,2016,0.424812199,0.147369333,0.18674254,-0.032647483,06037213401
2,3,1550,266,2007,295590,2015,0.145071904,0.087008476,0.111385435,-0.01387177,06037212702
2,3,1550,266,2007,300097,2016,0.145071904,0.10379365,0.11991933,-0.031644952,06037212702
3,2,1810,266,2010,425000,2015,0.222685144,0.024325011,0.00019142,-0.026932172,060374640
3,2,1810,266,2010,431481,2016,0.222685144,0.039795135,-0.012614727,-0.027898461,060374640
2,2,920,266,2009,205461,2015,-3.81e-05,-0.030012645,-0.013982415,-0.029464077,06037209510
2,2,920,266,2009,213832,2016,-3.81e-05,-0.043638712,0.02503696,-0.032527156,06037209510
3,3,1557,266,2012,198568,2015,-0.178427975,-0.005927004,-0.027670562,-0.021802217,06037104810
3,3,1557,266,2012,201596,2016,-0.178427975,-0.019196596,-0.04289764,-0.041432578,06037104810
2,2,1140,266,2010,171109,2015,-0.249275493,-0.156841041,-0.15634674,-0.029625669,060372761
2,2,1140,266,2010,173718,2016,-0.249275493,-0.159580952,-0.19632024,-0.032902747,060372761
0,0,0,269,0,237802,2015,-0.780338313,-0.26599851,-0.29348975,-0.035203967,06037433304
4,4,2486,269,2014,301287,2016,-0.780338313,-0.174545897,-0.32796896,0.02640425,06037433304
3,3,2376,261,2013,249895,2015,-0.144873371,0.023391407,-0.010157764,-0.025154009,06037402902
3,3,2376,261,2013,253705,2016,-0.144873371,0.020508301,-0.025564492,0.009327006,06037402902
2,2,1340,266,2013,274374,2015,-0.336780162,-0.040306038,-0.03833568,-0.020019829,06037108202
2,2,1340,266,2013,278558,2016,-0.336780162,-0.038332006,-0.020772576,-0.029138615,06037108202
0,0,0,269,0,0,2015,-1.252260045,-0.541883883,-0.61906886,-0.028147694,06037124201
0,0,0,269,0,0,2016,-1.252260045,-0.611102725,-0.5458158,-0.026695512,06037124201
2,3,1358,261,1956,47110,2015,0.247579559,0.193998536,0.29088867,-0.044315793,06037134303
2,3,1358,261,1956,47828,2016,0.247579559,0.202056424,0.36769623,-0.031891286,06037134303
2,4,1570,261,1960,220606,2015,0.490415084,-0.151974464,-0.12719518,-0.035493694,06037135201
2,4,1570,261,1960,220606,2015,-1.126993358,-0.151974464,-0.12719518,-0.035493694,06037135201
2,4,1570,261,1960,223970,2016,0.490415084,-0.071836031,-0.11461568,-0.054377064,06037135201
2,4,1570,261,1960,223970,2016,-1.126993358,-0.071836031,-0.11461568,-0.054377064,06037135201
2,4,2074,261,1958,163000,2015,-0.169755607,0.017083333,0.056926638,-0.009040419,06037135102
2,4,2074,261,1958,175000,2016,-0.169755607,0.00890067,0.042141587,-0.056515872,06037135102
4,5,3098,261,1966,226269,2015,-0.199790094,0.010102566,-0.03887987,0.026996117,06037137302
4,5,3098,261,1966,288000,2016,-0.199790094,0.026381558,-0.0491603,-0.016414987,06037137302
2,3,2076,261,1964,292620,2015,0.556974423,0.128197755,0.2396248,-0.015059188,06037137302
2,3,2076,261,1964,295750,2016,0.556974423,0.085710935,0.21111673,-0.041246139,06037137302
4,4,3721,261,1963,366781,2015,0.616481475,-0.146421757,-0.3719588,0.01263715,06037800203
4,4,3721,261,1963,372374,2016,0.616481475,-0.150324596,-0.27365166,-0.007754873,06037800203
2,3,1391,269,1972,128430,2015,-0.993970401,-0.189553506,-0.23052669,-0.028169308,06037800324
2,3,1391,269,1972,130388,2016,-0.993970401,-0.198099078,-0.25306064,-0.039961785,06037800324
2,4,2152,269,1980,240921,2015,0.114974671,0.011156888,0.029353082,0.005724926,06037800324
2,4,2152,269,1980,331745,2016,0.114974671,-0.036081612,0.01709941,-0.05302975,06037800324
2,3,999,266,1974,81908,2015,-0.280052998,-0.001676942,0.03156352,-0.026268948,06037800324
2,3,999,266,1974,83157,2016,-0.280052998,0.022247182,-0.009237647,-0.030805193,06037800324
3,3,1610,266,1987,209020,2015,-0.317468787,-0.054872661,-0.033905923,-0.022724081,06037800326
3,3,1610,266,1987,212207,2016,-0.317468787,-0.064435883,-0.029531598,-0.041398063,06037800326
3,3,2170,261,1981,212363,2015,0.307736986,0.12171294,0.18018124,-0.012196193,06037800329
3,3,2170,261,1981,215601,2016,0.307736986,0.139219599,0.17148054,-0.042087704,06037800329
2,2,1088,266,1973,64000,2015,0.181609567,0.057128948,0.055728227,-0.034384586,06037800329
2,2,1088,266,1973,69200,2016,0.181609567,0.053901532,0.047783345,-0.037451565,06037800329
5,4,3663,269,1989,389602,2015,-0.217894509,-0.089970264,-0.12273294,0.06081995,06037800204
5,4,3663,269,1989,395543,2016,-0.217894509,-0.062389177,-0.10855937,0.05503102,06037800204
3,5,2890,261,1965,318815,2015,-0.006072861,0.019228015,0.031964302,0.035544451,06037137402
3,5,2890,261,1965,323676,2016,-0.006072861,0.019388672,0.031126052,-0.034206659,06037137402
3,4,1717,266,1969,115089,2015,0.084562986,0.055352391,0.06749663,-0.013456428,060371314
3,4,1717,266,1969,116844,2016,0.084562986,0.062982867,0.061777562,-0.018305469,060371314
2,3,1448,261,1956,51175,2015,-0.324107072,-0.049964204,-0.09804565,-0.045139845,06037134103
2,3,1448,261,1956,72510,2016,-0.324107072,-0.055380297,-0.1165306,-0.034636158,06037134103
2,4,1834,261,1956,103962,2015,0.858111181,-0.043728921,-0.028692782,-0.022089981,06037134103
2,4,1834,261,1956,105547,2016,0.858111181,-0.050642213,-0.03776276,-0.046948336,06037134103
3,4,1873,261,1960,159728,2015,-0.010709417,0.019960088,0.021417558,-0.022391945,06037134201
3,4,1873,261,1960,162163,2016,-0.010709417,0.021979245,0.064807266,-0.044983391,06037134201
3,2,1002,266,1992,146782,2015,1.441860126,0.396791929,0.70227027,-0.033159222,06037134522
3,2,1002,266,1992,149020,2016,1.441860126,0.383043478,0.63357294,-0.033087492,06037134522
2,3,1216,261,1955,54031,2015,-0.065817428,0.041356798,0.001451701,-0.043857254,06037134710
2,3,1216,261,1955,54854,2016,-0.065817428,0.033828246,0.039417893,-0.0337083,06037134710
2,3,1362,261,1950,144432,2015,-0.095991452,-0.074449038,-0.047563076,-0.049618814,060371318
2,3,1362,261,1950,146634,2016,-0.095991452,-0.071733659,-0.07712269,-0.036968574,060371318
1,3,1263,261,1951,142420,2015,-0.059782624,-0.020906928,-0.107091784,-0.040713601,060371329
1,3,1263,261,1951,144591,2016,-0.059782624,-0.037088339,-0.10290879,-0.038545549,060371329
2,2,1057,266,1983,82000,2015,-0.041608023,-0.083852853,-0.073417485,-0.032787338,060371331
2,2,1057,266,1983,88600,2016,-0.041608023,-0.111429374,-0.09430009,-0.03282848,060371331
2,2,849,266,1990,113415,2015,0.21057663,-0.057044189,-0.0945434,-0.031586934,060371330
2,2,849,266,1990,115144,2016,0.21057663,-0.050435891,-0.102755904,-0.03215703,060371330
3,4,1874,261,1962,167862,2015,-0.309522563,0.032507738,0.07985234,-0.021452161,06037135111
3,4,1874,261,1962,170421,2016,-0.309522563,0.035677756,0.10411829,-0.048196115,06037135111
3,2,1888,266,1972,53426,2015,-0.342814967,-0.119869742,-0.11666477,-0.034537192,06037135114
3,2,1888,266,1972,54240,2016,-0.342814967,-0.124844697,-0.10239273,-0.037515432,06037135114
2,4,1856,261,1954,150500,2015,1.650481047,0.096441617,0.16628283,-0.021884944,06037134904
2,4,1856,261,1954,168000,2016,1.650481047,0.18130156,0.2446126,-0.054413579,06037134904
3,3,2082,266,1998,235747,2015,-0.580586275,-0.183477101,-0.2406295,-0.02093292,06037139301
3,3,2082,266,1998,239342,2016,-0.580586275,-0.177865767,-0.2309277,-0.042133246,06037139301
3,3,1175,266,1979,162800,2015,0.076779061,0.006677946,-0.015830517,-0.031347029,06037139303
3,3,1175,266,1979,165282,2016,0.076779061,0.026329433,0.027236968,-0.031148758,06037139303
3,2,986,266,1980,137809,2015,-0.286691283,-0.084950189,-0.11215532,-0.034838017,06037139303
3,2,986,266,1980,139910,2016,-0.286691283,-0.077575507,-0.11596125,-0.029324396,06037139303
1,2,804,261,1949,65070,2015,-0.029220231,-0.014080379,-0.04594332,-0.056497429,060371392
1,2,804,261,1949,66062,2016,-0.029220231,-0.026056613,-0.062815726,-0.03738283,060371392
4,3,3564,261,1951,512305,2015,0.18641818,-0.006664271,-0.029174149,0.020263262,06037139402
4,3,3564,261,1951,520117,2016,0.18641818,0.008101384,0.006027341,-0.002084237,06037139402
3,4,2552,261,1962,89138,2015,0.193075696,0.055629992,0.18644825,0.002868414,06037137501
3,4,2552,261,1962,90497,2016,0.193075696,0.067044488,0.18580768,-0.043095082,06037137501
2,3,1548,261,1963,208483,2015,-0.055093441,-0.069150286,-0.09850949,-0.031152796,06037137502
2,3,1548,261,1963,211662,2016,-0.055093441,-0.066785093,-0.08657664,-0.028638225,06037137502
4,5,3386,261,1967,155531,2015,0.827333677,0.415194637,0.72348833,0.035064239,06037139801
4,5,3386,261,1967,155531,2015,-0.316966611,0.415194637,0.72348833,0.035064239,06037139801
4,5,3386,261,1967,157902,2016,0.827333677,0.411806077,0.5815272,0.007705349,06037139801
4,5,3386,261,1967,157902,2016,-0.316966611,0.411806077,0.5815272,0.007705349,06037139801
2,3,1116,261,1952,171356,2015,-0.302298911,-0.190446689,-0.27811867,-0.051268674,060371312
2,3,1116,261,1952,173969,2016,-0.302298911,-0.194128042,-0.24918467,-0.03739379,060371312
2,2,1127,266,1971,96800,2015,0.09955026,0.120190075,0.10096577,-0.034420926,060371204
2,2,1127,266,1971,96800,2016,0.09955026,0.123475147,0.092624575,-0.033666119,060371204
1,2,805,261,1949,58738,2015,-0.004175704,-0.084181275,-0.13344175,-0.055798419,060371319
1,2,805,261,1949,59633,2016,-0.004175704,-0.080470607,-0.11603904,-0.034312781,060371319
2,4,1670,261,1951,106326,2015,0.254853462,0.09469455,0.11221689,-0.027456865,06037132001
2,4,1670,261,1951,107947,2016,0.254853462,0.091695424,0.08850753,-0.047460213,06037132001
3,3,1402,261,1949,148000,2015,-0.244167922,-0.082674291,-0.060744345,-0.047396928,06037127606
3,3,1402,261,1949,157800,2016,-0.244167922,-0.061266162,-0.07623446,-0.034116205,06037127606
3,3,1376,266,1989,179613,2015,-0.613174221,-0.099958059,-0.109320045,-0.02976881,060371285
3,3,1376,266,1989,182352,2016,-0.613174221,-0.094620152,-0.06508291,-0.024616122,060371285
2,2,1398,261,1949,276060,2015,0.318183202,0.056262742,0.0362567,-0.043601494,060371285
2,2,1398,261,1949,280269,2016,0.318183202,0.053568525,0.033603758,-0.044266991,060371285
1,1,916,266,1977,111763,2015,0.463728533,0.104711341,0.122507334,-0.031226538,06037128702
1,1,916,266,1977,113467,2016,0.463728533,0.101443489,0.109464556,-0.030859083,06037128702
2,3,1496,261,1950,145013,2015,-0.438065467,-0.168886699,-0.14423162,-0.04244481,06037128802
2,3,1496,261,1950,147224,2016,-0.438065467,-0.162249487,-0.15194833,-0.041414469,06037128802
2,3,2166,261,1955,65055,2015,0.272747553,0.081390132,0.14341047,-0.015107002,06037980024
2,3,2166,261,1955,66047,2016,0.272747553,0.101497977,0.12647218,-0.044685747,06037980024
2,2,990,266,1971,90753,2015,-0.325252391,-0.062111092,-0.07613754,-0.034620918,060371396
2,2,990,266,1971,92136,2016,-0.325252391,-0.028751208,-0.047896624,-0.033636536,060371396
2,3,1261,261,1952,50364,2015,1.053897201,0.370422232,0.85075974,-0.040166445,06037139702
2,3,1261,261,1952,51132,2016,1.053897201,0.430627682,0.8840382,-0.038892109,06037139702
2,2,1417,261,1948,144144,2015,-0.958968534,-0.250006285,-0.3565635,-0.039548099,060371414
2,2,1417,261,1948,146342,2016,-0.958968534,-0.280519677,-0.44656897,-0.045469671,060371414
2,2,1637,261,1947,237466,2015,0.065449987,0.000197362,-0.017570138,-0.037723288,06037128910
2,2,1637,261,1947,241087,2016,0.065449987,-0.018173791,-0.034825265,-0.0472425,06037128910
3,2,1330,266,1992,183097,2015,-0.274490084,-0.17046188,-0.15398729,-0.034171201,06037128910
3,2,1330,266,1992,185889,2016,-0.274490084,-0.172871949,-0.2052905,-0.032497764,06037128910
5,4,4196,261,2014,713986,2015,0.175176036,0.04448207,0.08754966,0.068938285,06037128910
5,4,4196,261,2014,724874,2016,0.175176036,0.056385461,0.1140264,0.070766747,06037128910
2,2,1383,266,1982,213200,2015,0.474901078,0.04634606,0.04008758,-0.032607958,06037141302
2,2,1383,266,1982,216451,2016,0.474901078,0.033903374,0.043453783,-0.033495329,06037141302
3,2,2388,261,1957,125143,2015,-0.203495054,-0.090941128,-0.10634869,-0.040024363,060371416
3,2,2388,261,1957,127051,2016,-0.203495054,-0.105502031,-0.08567214,-0.0111336,060371416
6,4,7348,261,1992,969107,2015,1.438659399,0.456661436,0.21075189,0.192320198,060371415
6,4,7348,261,1992,969107,2015,0.077736902,0.456661436,0.21075189,0.192320198,060371415
6,4,7348,261,1992,983885,2016,1.438659399,0.468821521,0.5579896,0.174470484,060371415
6,4,7348,261,1992,983885,2016,0.077736902,0.468821521,0.5579896,0.174470484,060371415
1,3,1060,261,1951,91953,2015,-0.476787633,-0.185789045,-0.24582523,-0.038712524,06037123010
1,3,1060,261,1951,93355,2016,-0.476787633,-0.212258699,-0.28762186,-0.043168657,06037123010
1,2,1014,261,1942,108411,2015,-0.16901259,-0.150281347,-0.03824097,-0.054399766,06037275311
1,2,1014,261,1942,110064,2016,-0.16901259,-0.150587687,-0.09601247,-0.055080324,06037275311
2,3,1954,261,1949,85233,2015,-0.035991997,-0.052931442,-0.029902041,-0.02311217,060371245
2,3,1954,261,1949,86532,2016,-0.035991997,-0.056499945,-0.08274275,-0.049556673,060371245
2,2,1215,261,1946,127575,2015,0.035567292,0.009791491,-0.010589182,-0.048045311,060371246
2,2,1215,261,1946,129520,2016,0.035567292,-0.020812802,-0.022057652,-0.047689334,060371246
2,2,1419,261,1942,179900,2015,0.1777777,-0.04040825,-0.014866829,-0.04617228,06037141101
2,2,1419,261,1942,179900,2016,0.1777777,-0.047427771,-0.065642,-0.05044166,06037141101
2,2,1475,266,1983,152997,2015,0.082638769,0.061012715,0.051652163,-0.034317281,060371434
2,2,1475,266,1983,155330,2016,0.082638769,0.065588604,0.0840292,-0.033480287,060371434
1,1,1420,261,1940,45057,2015,-0.759819976,0.004400168,0.023767382,-0.033714306,060371438
1,1,1420,261,1940,152287,2016,-0.759819976,-0.087092153,-0.08260697,-0.031916887,060371438
3,3,1478,266,1975,161054,2015,-0.562189671,-0.138141601,-0.1352408,-0.031951044,06037102104
3,3,1478,266,1975,163510,2016,-0.562189671,-0.159641847,-0.16572744,-0.011690602,06037102104
3,3,1478,266,1978,130000,2015,1.727123067,0.200977096,0.24914864,-0.032678664,06037102104
3,3,1478,266,1978,130000,2015,-0.202621957,0.200977096,0.24914864,-0.032678664,06037102104
3,3,1478,266,1978,130000,2016,1.727123067,0.196047744,0.24302226,-0.014727384,06037102104
3,3,1478,266,1978,130000,2016,-0.202621957,0.196047744,0.24302226,-0.014727384,06037102104
2,3,1076,261,1939,75820,2015,0.035567292,-0.085829989,-0.07882589,-0.074072495,060373111
2,3,1076,261,1939,76976,2016,0.035567292,-0.089000805,-0.09674615,-0.031746659,060373111
1,2,1094,261,1939,127075,2015,0.054222989,-0.069090732,-0.10804039,-0.051102374,060373111
1,2,1094,261,1939,129012,2016,0.054222989,-0.096891957,-0.096446335,-0.012878541,060373111
3,3,2002,247,1947,265305,2015,-1.586299558,-0.470239998,-0.67857504,-0.064805835,060373113
3,3,2002,247,1947,269350,2016,-1.586299558,-0.482963107,-0.6690947,-0.036810283,060373113
2,2,914,266,1969,102768,2015,-0.133408887,-0.008885628,-0.060682237,-0.05797689,06037310201
2,2,914,266,1969,104335,2016,-0.133408887,-0.004454504,-0.0467937,-0.01568732,06037310201
2,3,1863,261,1951,75660,2015,-0.834651555,-0.091018475,-0.11079109,-0.055892918,060373103
2,3,1863,261,1951,76813,2016,-0.834651555,-0.120484225,-0.13827348,-0.013566826,060373103
3,3,1275,266,1984,39959,2015,0.232128601,-0.040770906,0.03545019,-0.035321254,06037106405
3,3,1275,266,1984,40568,2016,0.232128601,-0.022605099,0.032809615,-0.028645983,06037106405
2,3,1410,266,1980,174936,2015,0.173948362,-0.073494522,-0.12982726,-0.032918222,06037106408
2,3,1410,266,1980,177603,2016,0.173948362,-0.077107584,-0.13835496,-0.034628704,06037106408
2,3,1320,266,1984,148428,2015,-0.138235086,-0.088544261,-0.09736985,-0.037402984,06037106112
2,3,1320,266,1984,150691,2016,-0.138235086,-0.088941139,-0.17521298,-0.034190185,06037106112
2,3,1093,261,1957,80458,2015,-0.958968534,-0.074649018,0.023237765,-0.04667493,06037106112
2,3,1093,261,1957,81684,2016,-0.958968534,-0.098108273,-0.015686452,-0.03769533,06037106112
3,3,1926,266,1988,174823,2015,-0.205824899,-0.091753291,-0.09258783,-0.029041322,06037104105
3,3,1926,266,1988,177489,2016,-0.205824899,-0.079879876,-0.10133785,-0.027525796,06037104105
2,2,1050,266,1973,93000,2015,-0.077396779,-0.140543682,-0.17416447,-0.033914387,06037103401
2,2,1050,266,1973,93000,2016,-0.077396779,-0.130191322,-0.19286495,-0.032597631,06037103401
2,3,1480,261,1957,77688,2015,-0.103153661,-0.047894733,-0.027339458,-0.047353245,060371032
2,3,1480,261,1957,78872,2016,-0.103153661,-0.043527819,-0.0649001,-0.037994679,060371032
2,3,1425,261,1956,162000,2015,0.13514157,-0.022848054,-0.021872342,-0.049269777,06037101122
2,3,1425,261,1956,179070,2016,0.13514157,-0.057163396,-0.033194125,-0.042641528,06037101122
3,4,2126,266,1978,245735,2015,-0.053747819,-0.074547388,-0.070895374,0.001149382,06037106510
3,4,2126,266,1978,249482,2016,-0.053747819,-0.080556109,-0.07716626,-0.013434868,06037106510
1,2,1080,261,1954,44244,2015,-1.560035088,-0.338260265,-0.41954064,-0.056779146,06037106510
1,2,1080,261,1954,44918,2016,-1.560035088,-0.338031519,-0.3524015,-0.033817604,06037106510
3,4,2633,261,1988,245834,2015,-0.175047395,-0.056204814,-0.05334264,0.006394062,06037106510
3,4,2633,261,1988,249582,2016,-0.175047395,-0.069243153,-0.06782043,-0.028250512,06037106510
2,4,1855,261,1987,200508,2015,-0.405323671,-0.235653786,-0.23153436,-0.02243783,06037106510
2,4,1855,261,1987,203565,2016,-0.405323671,-0.249952672,-0.20693368,-0.030067839,06037106510
2,3,1151,261,1954,101700,2015,2.137489791,0.153284229,0.3160077,-0.045140456,06037119002
2,3,1151,261,1954,103250,2016,2.137489791,0.294592182,0.40735158,-0.044588771,06037119002
1,2,927,266,1984,90395,2015,0.066048664,-0.146980932,-0.095062315,-0.028544379,06037119202
1,2,927,266,1984,91773,2016,0.066048664,-0.132771259,-0.13004577,-0.031537719,06037119202
2,2,1258,266,1981,156807,2015,-0.118068209,-0.048490233,-0.034983695,-0.033687606,06037117202
2,2,1258,266,1981,159198,2016,-0.118068209,-0.072049188,-0.05907899,-0.032822318,06037117202
2,3,1450,261,1956,189971,2015,-0.08555774,-0.086446727,-0.07490772,-0.042130265,060371098
2,3,1450,261,1956,192868,2016,-0.08555774,-0.10273039,-0.062198102,-0.038753137,060371098
2,3,1341,261,1953,58072,2015,0.053068225,-0.029073891,-0.08623403,-0.04606393,060371111
2,3,1341,261,1953,58957,2016,0.053068225,-0.051346187,-0.108926654,-0.043745019,060371111
2,4,1388,261,1951,99406,2015,0.053068225,0.096857209,0.05972883,-0.034852684,06037117303
2,4,1388,261,1951,100921,2016,0.053068225,0.113189895,0.093138576,-0.042943813,06037117303
2,3,1252,261,1953,191192,2015,-0.149048959,-0.088551159,-0.09627175,-0.047947209,06037111202
2,3,1252,261,1953,194107,2016,-0.149048959,-0.087361787,-0.075755954,-0.038114928,06037111202
3,4,2235,269,1987,226953,2015,-0.217894509,-0.114686994,-0.14196175,-0.001792759,06037108201
3,4,2235,269,1987,230414,2016,-0.217894509,-0.114805265,-0.14112347,-0.007891294,06037108201
2,3,1417,261,1957,95902,2015,-0.108061062,-0.038101387,-0.046504736,-0.043820463,06037113212
2,3,1417,261,1957,97364,2016,-0.108061062,-0.017141982,-0.049637794,-0.035574734,06037113212
3,4,1773,266,1972,153838,2015,0.079116765,0.026347983,0.12985393,-0.007760637,06037113211
3,4,1773,266,1972,156184,2016,0.079116765,0.048461889,0.12627488,-0.028000109,06037113211
3,4,2688,261,1977,271521,2015,-0.123857358,-0.064429787,-0.07460147,0.016759384,06037113237
3,4,2688,261,1977,275661,2016,-0.123857358,-0.042841945,-0.0815897,-0.03900094,06037113237
2,2,1401,266,1979,125500,2015,-0.277079143,-0.116309183,-0.11396009,-0.032276139,06037113213
2,2,1401,266,1979,125500,2016,-0.277079143,-0.109018658,-0.11442602,-0.032533865,06037113213
3,3,1474,261,1978,152040,2015,-0.342814967,-0.083672897,-0.0862636,-0.03644722,06037113213
3,3,1474,261,1978,154358,2016,-0.342814967,-0.091882339,-0.11353159,-0.041728724,06037113213
2,3,1348,261,1958,88000,2015,-0.230006893,-0.1301699,-0.16962487,-0.046641968,06037113303
2,3,1348,261,1958,88000,2016,-0.230006893,-0.113083026,-0.14580053,-0.036713436,06037113303
1,1,589,266,1980,51514,2015,0.222042759,0.046742699,0.058243155,-0.029257726,06037113233
1,1,589,266,1980,85200,2016,0.222042759,0.027594918,0.06315699,-0.029661916,06037113233
2,3,1919,261,1956,125147,2015,-0.324885588,-0.054708938,-0.032097876,-0.0273408,06037113421
2,3,1919,261,1956,127055,2016,-0.324885588,-0.059962705,-0.006798863,-0.039026827,06037113421
2,2,1482,266,1979,116000,2015,-0.181082199,-0.077257933,-0.06971431,-0.033141058,06037113401
2,2,1482,266,1979,116000,2016,-0.181082199,-0.081542028,-0.08968222,-0.03283206,06037113401
2,3,1316,261,1961,89387,2015,-0.113628087,-0.014959648,-0.074864626,-0.049458466,06037920035
2,3,1316,261,1961,90750,2016,-0.113628087,-0.018626326,-0.06944746,-0.036715508,06037920035
3,3,1187,266,1995,176031,2015,-0.568762867,-0.234947372,-0.24369156,-0.043823242,06037920109
3,3,1187,266,1995,178715,2016,-0.568762867,-0.224311396,-0.29753757,-0.033409394,06037920109
2,3,1609,269,1989,97000,2015,1.021863405,0.093312846,0.13530597,-0.02864847,06037920115
2,3,1609,269,1989,106000,2016,1.021863405,0.021121547,0.06718141,-0.027635882,06037920115
3,4,3023,261,1989,320000,2015,-0.114095867,-0.020041016,0.040774584,0.007950943,06037920020
3,4,3023,261,1989,349000,2016,-0.114095867,-0.03838121,0.034003586,-0.010162404,06037920020
3,2,1314,266,1966,105090,2015,-0.255310298,-0.058933536,-0.04052335,-0.026815465,06037920313
3,2,1314,266,1966,154600,2016,-0.255310298,-0.035371791,-0.079621375,-0.018426923,06037920313
3,3,2970,261,1994,261000,2015,0.371660462,0.074784845,0.011707515,-0.01249505,06037920338
